    1       2.0      2.5      220.0      272.0      67.4925383466    0.574911831269    1.0        0.0     -0.0997009    2.6     2.3303760208  -2.23215301554     1.51307889592        -1.1674556252       0.845566137295    -0.634799767152         0.0               0.0          2.57212437464    -2.31285569722    0.104126125574    -0.0454265380101   0.273966830069   -0.215833485141        0.0             0.0        0.0411531961327    0.00123786086839    -0.0231060622687    0.00757318224042   0.128471210414    -0.0994998821197  -0.525240254604   0.551433757276   0.533706520912  -0.468793174964    2.47122481086       -2.11443161272      0.722321120346     -0.660321924465          0.0               0.0           0.048464288036    0.0250648024216   -0.000599384025173   -0.0188912173806    1.49439267211       -1.23004478571       0.273558452444      -0.196966123691     -0.029701388901     0.0850359874496    -0.00155268994135    -0.0143106160341   2.59160017444   -2.44669417007    -2.01069686057      2.07102025254   
    1       2.0      2.5      272.0      330.0      19.3600481191    0.503489012498    1.0        0.0        -0.0       2.6    2.77944098416  -2.48099465912     1.36394628261        -1.54581021452      0.907045948238    -0.991266459665         0.0               0.0          2.10109347323    -2.33947733298   -0.0878648551662   0.0546694198685    0.251301568574   -0.221633190193        0.0             0.0         0.124063689128    -0.144448567881     0.00383159398272    0.0022006557187   -0.0296103263601   0.0274708132184    0.239911367421  -0.237759418414   1.07437395196    -1.10608548276    2.22632029593       -2.4314911039       0.644768907057     -0.587479384775          0.0               0.0           0.105042520469     -0.13945555134    0.0475380902725     -0.0200150067459    1.54275389818       -1.7485913275        0.338747192674      -0.327137128182     0.0580988774504     -0.0917042924243    -0.0459008845527    0.0454497837416    2.75078911909   -2.88668652946    -2.97577372952      2.92285002222   
    1       2.0      2.5      330.0      395.0      5.60400157121    0.418533307987    1.0     0.0997009     -0.0       2.6    2.61831796972  -2.43037352903     1.65500608725        -1.61388902015      0.96390587028     -0.978890536656         0.0               0.0          2.17538184359    -2.01456272481    -0.13220463915     0.151015425861    0.179496761552    -0.19539286999        0.0             0.0        -0.0460300707375   0.0933437667431    -0.00481961289488    0.00221186024792  0.0584496397048    -0.0633749346409   0.73084577663   -0.858914858828   1.46933620957    -1.49211898947    2.32209320368       -2.14403078517      0.525702466256     -0.539183878278          0.0               0.0           0.202264878871    -0.169033375588    0.0224749999783     -0.0466304707744    1.79697083833       -1.7767235117        0.342949678904      -0.329553469225      0.135760094088     -0.114201250262      0.126089683198     -0.142256334111    3.12807173719   -3.10664247099    -3.92182367766      4.12208502648   
    1       2.0      2.5      395.0      468.0      1.60560035447    0.407231782529    1.0        0.0     -0.0996016    2.6    2.96658558498  -2.67387061739     1.92515071812        -1.74015907242       1.0932972066      -1.07484876218         0.0               0.0           1.842593189     -1.74131330145   -0.180203755171     0.12310304886     0.138172452656   -0.154945580954        0.0             0.0        -0.0558590641562  -0.000401811671219   0.0016858030594     -0.0174055721002  -0.0640498540118   0.0433091566567    1.90485654572    -1.63316003627   2.23871622299    -2.02428586736    2.43026619358       -2.21979748257      0.409362394985     -0.391640332231          0.0               0.0           0.148861015734    -0.191305431354    0.0242525470396     -0.0345980675501    2.32653141538       -2.13742442394       0.305609485594      -0.362904501058      0.160673693035     -0.224410901634     0.0497593833852     -0.0612610009942   3.71286035323   -3.41366368756    -4.92800955047      5.42513077955   
    1       2.0      2.5      468.0      548.0      0.436641042367   0.414906539914    1.0        0.0        -0.0       2.6     3.344639578   -3.13680611744      1.983825506         -2.12304643886      1.27430768709      -1.28261592814         0.0               0.0          1.66538390151    -1.7001795191    -0.392127871607     0.425617678996    0.172663800326   -0.142760131707        0.0             0.0        -0.0753893083582    0.094544754967     0.0449667632449    -0.00665313942156  -0.0758346134545   0.0945693070278    2.55876928661    -2.71481682215   2.70460838897    -2.81329697913    2.09525162759       -2.19779172192      0.367007881152     -0.290762043218          0.0               0.0           0.382976244389    -0.367457034742    0.0581990037222     -0.0165674598057    2.56022973535       -2.69095396192       0.441789994627      -0.418145078365      0.327310626491     -0.283763938456      0.232713465198     -0.227993822673    3.94714291169   -3.89983621705    -6.69935416922      6.96516432293   
    1       2.0      2.5      548.0      638.0      0.113875465745   0.387910061298    1.0        0.0        -0.0       2.6    3.59423223212  -3.25816474734     2.46680668605        -2.26818009645       1.4312540267      -1.38997386657         0.0               0.0          1.46972148904    -1.42392051129   -0.365250910665     0.326428250818     0.1201127144    -0.158433823711        0.0             0.0        -0.150584998737     0.11595718939      0.00698048296843    -0.0452588686901  -0.0950944263591    0.068470449737    3.76924839653    -3.55955219473   3.83343201182    -3.58236772565    2.30476923465       -2.15707147497      0.254152580058     -0.276303135435          0.0               0.0           0.383821668885     -0.38875354941    0.0219408830711     -0.067160712902     3.21287160455       -3.0130433339        0.434680690414      -0.477087318146      0.477538091479     -0.518847431908      0.242449925877     -0.254571190972    4.45038833546   -4.25406419308    -8.21465169676      8.81092110535   
    1       2.0      2.5      638.0      737.0     0.0268580269723   0.682592094175    1.0        0.0        -0.0       2.6    4.52584761478  -4.14904462601     2.55828012678        -2.76104667427      1.61947545707      -1.75365273041         0.0               0.0          1.08334381044    -1.10633377355   -0.615462609619     0.646090260613    0.18781567924     -0.13618622613        0.0             0.0        -0.0826781843192    0.15443283827      0.0555532334235     -0.0106402085123  -0.102821989671     0.133133499538    5.28814050827    -5.45446235725   4.72311099591    -4.95366547194    2.06397231359       -2.24656765594      0.135147773188     -0.121652203885          0.0               0.0           0.602818030503     -0.60452363645     0.046012739039     -0.0010647762505    4.04139859996       -4.10202045097       0.591379358057      -0.515838725525      0.585006956054     -0.558757038199      0.29808404004      -0.253685724613    5.15003923235   -5.10598945943    -11.6563082309      12.4637077963   
    1       2.0      2.5      737.0      846.0     0.00532478208455  1.52283114729     1.0        0.0        0.0        2.6    5.62574942153  -5.03286242665     3.32269411011        -3.26186100319      2.03639919503      -1.78017102136         0.0               0.0          0.632078019177  -0.704936139442    -0.59354530673     0.380207349262   -0.0186332796535  -0.047500575668        0.0             0.0        -0.224517849891    0.00195745241558    0.00161422041378    -0.0524493643823  -0.0606064464898   0.0187932722254     7.1733674672    -6.59168697154   6.09881316853    -5.83790665225    1.98085036069       -1.7414659117       0.119982544569     -0.103319477216          0.0               0.0           0.559758037658    -0.762706722596    0.0250536999442     -0.0636656680375    4.62315968634       -4.67696357813       0.298827475927      -0.651169762612      0.569611830415     -0.788107557944      0.286578287337      -0.46224138113     5.623320774    -5.52920872155    -13.4650708848      15.4005466253   
    1       2.0      2.5      846.0      967.0    0.000980630095784  3.55402471965     1.0        0.0        0.0        2.6    6.08739485319  -5.89088714052     3.88572234453        -3.1991859081       2.16002455616      -2.35933933008         0.0               0.0          0.427341248473  -0.226687793347   -0.687927447857     1.30020602656     0.308296515188   -0.161559949208        0.0             0.0        -0.137723990438     0.364509983392    0.000382835166844    0.0570432513569   -0.150398501287     0.272655240513    9.39276857111    -8.5731218967    8.84907817863    -7.08853076244    1.90850783654       -1.75838721127     -0.101461804809     0.0683673402814          0.0               0.0           1.45118043625     -0.893821394743    -0.0161740179424    0.0687028467241     7.31594012571       -6.2583491219        1.14574929489       -0.357742581523      1.24873561208      -0.614961025508      0.633683693059     -0.345167312844    7.42154810614   -6.39611783522    -18.2299600107      21.5784711574   
    1       2.0      2.5      967.0      1101.0   0.000129600960091  11.6034648537     1.0        0.0        0.0        2.6    7.51672506436  -6.69249318395     5.57899089128        -4.35587741624      4.59492174269      -1.29335286619         0.0               0.0         -0.798681482554   0.543856932912    -2.1142003579      1.63854382755    -0.112913778904   -0.170912105959        0.0             0.0         0.435732732737   -0.00646087062063   -0.00119812108444    -0.0810614715591  -0.186142104184    -0.0632828416066   12.0121165288    -13.6492339506   9.40465696715    -11.9857083207    3.01138901449       -2.08350310322      0.293301116426     -0.139426410389          0.0               0.0           2.05564585814      -2.14585996155    0.0202469202725     -0.0975430578512    4.76492284377       -5.42276986884        1.0664397233        -1.43630548468      2.21110686627       -2.36047285927      1.31008295608       -1.01160310136    5.81331409399   -6.2708947587     -24.7075913491      26.1033491391   
    0       2.0      2.5      1101.0     1248.0   1.37052987318e-05  54.6471607803     1.0        0.0        0.0        2.6    13.2840813206  -13.3105214391     16.7349556735        1.31571937663       11.8805615555     -0.850241369881    8.34527830328     8.34527830328     9.23657346605     8.5607927618     10.6701383491      9.52018265999     8.43853031683     8.75426423645    8.34527830328   8.34527830328    11.3880107938    7.67422984317    8.34792038498    8.51160487538    8.78522651952    8.33717941647    38.0330179387     7.6111643652    33.6708126663     9.37599603893     7.67065660094       10.1492060612       7.73649407957       8.64905282218      8.34527830328     8.34527830328      8.56491277487      10.1086465276      8.30490667979      8.54551970668      30.6771246859       -2.53693991053       7.59014754102        10.2508148595       8.30278995738        11.179932347       7.18568837789       9.30373581633     29.0034371256   -0.739282093554    2.77277223799       74.6810516699   
    0       2.0      2.5      1248.0     1410.0   9.62137481332e-07  397.826420849     1.0        0.0        0.0        2.6    8.82541010222  -8.16447279148     -42.2391561556       -44.3115808116      -35.4768732287     -17.7633240824    -29.3972725347    -29.3972725347    -31.8773395136   -30.8868575739    -46.2892591076     -35.0447770592    -29.6235806761    -30.764889046    -29.3972725347  -29.3972725347   -40.7805960541   -37.2932539842   -29.4065161775   -29.9436468724   -30.8665750683   -29.2905911299   -98.9274137854   -151.940192438   -83.4442399368    -159.905534611    -29.5833367055      -44.2791510047      -27.3992034699      -30.4061804152     -29.3972725347    -29.3972725347     -31.8619805403     -44.0744953252     -29.2652166265     -30.0544946643     -78.3292603589      -61.1132385271       -27.796210473        -35.0037520702      -31.0335555744      -47.9642281752      -26.5167335837      -31.8587484198    -73.1386987702   -66.1109703385    -227.169701967      -92.452237415     
    0       2.0      2.5      1410.0     1588.0   9.62137481332e-07  397.826420849     1.0        0.0        0.0        2.6    8.82541010222  -8.16447279148     -42.2391561556       -44.3115808116      -35.4768732287     -17.7633240824    -29.3972725347    -29.3972725347    -31.8773395136   -30.8868575739    -46.2892591076     -35.0447770592    -29.6235806761    -30.764889046    -29.3972725347  -29.3972725347   -40.7805960541   -37.2932539842   -29.4065161775   -29.9436468724   -30.8665750683   -29.2905911299   -98.9274137854   -151.940192438   -83.4442399368    -159.905534611    -29.5833367055      -44.2791510047      -27.3992034699      -30.4061804152     -29.3972725347    -29.3972725347     -31.8619805403     -44.0744953252     -29.2652166265     -30.0544946643     -78.3292603589      -61.1132385271       -27.796210473        -35.0037520702      -31.0335555744      -47.9642281752      -26.5167335837      -31.8587484198    -73.1386987702   -66.1109703385    -227.169701967      -92.452237415   
    0       2.0      2.5      1588.0     1784.0   8.93225353031e-08  1597.20668081     1.0        0.0        0.0       2.6        0.0          0.0         393.961701667        -291.271696485      -121.150682821     -394.834661768     76.8197661731       -612.220107558     -450.404908129   -40.5165081882    -438.307881746      4.8629771141     32.9481550573     45.8224125826         0.0             0.0         233.014609311    -2.04420108044    9.18838338905     -1.25107972521        0.0             0.0         -221.998413224   -410.001910381    337.127460067    141.861037157    19.2994804046    405.426125604     37.6043059507       45.8270524544       9.62393280775      0.0382178228611           0.0                0.0               0.0               0.0           -323.489581379      -285.6617824      -6.23420611467     8.21400739921          0.0               0.0           249.260463795       -186.167473471       8.14518065379        -505.385715366           0.0                 0.0            4.55429631723       -435.744885805      21.9551355503       -502.528619827    467.487372323    -248.290449437    -1005.4477574       2270.32118713   
    0       2.0      2.5      1784.0     2000.0   8.93225353031e-08  1597.20668081     1.0        0.0        0.0       2.6        0.0          0.0         393.961701667        -291.271696485      -121.150682821     -394.834661768     76.8197661731       -612.220107558     -450.404908129   -40.5165081882    -438.307881746      4.8629771141     32.9481550573     45.8224125826         0.0             0.0         233.014609311    -2.04420108044    9.18838338905     -1.25107972521        0.0             0.0         -221.998413224   -410.001910381    337.127460067    141.861037157    19.2994804046    405.426125604     37.6043059507       45.8270524544       9.62393280775      0.0382178228611           0.0                0.0               0.0               0.0           -323.489581379      -285.6617824      -6.23420611467     8.21400739921          0.0               0.0           249.260463795       -186.167473471       8.14518065379        -505.385715366           0.0                 0.0            4.55429631723       -435.744885805      21.9551355503       -502.528619827    467.487372323    -248.290449437    -1005.4477574       2270.32118713   
